,J_CT3,J_CT6,J_CT5,J2a_15,J1_70,J1_40,J1_50,J1_51,J1_60,J1_61,J2c_12,J2c_14,Jb_53,J2c_11,J2c_13,J2a_20,J2a_30,J2a_33,J2a_23,J2a_41,J_CT1,J_CT2,J1_11,J1_30,J2b_21,J2b_40,J2b_30,J2b_31,J2b_50,J2b_41,J2c_10,J_CT4,J2b_10,J1_10,J1_20,J2a_31,J2a_32,J2a_21,J2a_22,J1-CLin,J2a_40,J1-MPA,J1_33,J1_31,RWtank_Top,J1_34,J2a_10,J2a_12,J2a_13,J2a_14,ER2_Top,ER1_Top,J2b_11,J2b_12,J2b_14,J2b_Leak,J2b_15,J2b_20,J2b_51,J2b_52,J2a_11,J1_32,SWaT,PUB,T1,T2,T0
29700,0.38688236,0.38688236,0.38688236,1.6668824,0.88688236,1.6059984,1.6059984,0.88688236,1.6059984,0.88688236,0.38688236,0.18688236,0.16688235,0.38688236,0.38688236,0.18688236,0.18688236,1.6668824,1.6668824,1.6668824,0.38688236,0.38688236,1.0759984,0.9159984,0.48766863,1.7876686,1.7876686,1.8868823,0.58688235,1.8868823,0.38688236,0.38688236,1.0868824,9.2,4.04,0.18688236,1.4868823,0.22128592,1.5212859,1.6559985,1.6668824,1.6559985,1.6559985,1.6559985,-0.49400157,1.6059984,1.5868824,1.8868823,1.6668824,1.6668824,-0.46311763,-0.42871407,1.6668824,0.96688235,0.96688235,0.96688235,0.25688237,1.5676687,1.6668824,1.6668824,1.5868824,1.6559985,7.6293944e-08,3.8146972e-08,0.32128593,0.28688237,0.5759984
29760,0.38688222,0.38688222,0.38688222,1.6668822,0.8868822,1.6059988,1.6059988,0.8868822,1.6059988,0.8868822,0.38688222,0.18688221,0.16688222,0.38688222,0.38688222,0.18688221,0.18688221,1.6668822,1.6668822,1.6668822,0.38688222,0.38688222,1.0759987,0.9159987,0.48766863,1.7876686,1.7876686,1.8868822,0.58688223,1.8868822,0.38688222,0.38688222,1.0868822,9.2,4.04,0.18688221,1.4868822,0.22128592,1.5212859,1.6559987,1.6668822,1.6559987,1.6559987,1.6559987,-0.49400127,1.6059988,1.5868822,1.8868822,1.6668822,1.6668822,-0.46311778,-0.42871407,1.6668822,0.9668822,0.9668822,0.9668822,0.25688222,1.5676687,1.6668822,1.6668822,1.5868822,1.6559987,7.6293944e-08,3.8146972e-08,0.32128593,0.28688222,0.5759987
29820,0.38234383,0.38234383,0.38156873,1.6668822,0.8868822,1.6059989,1.6059989,0.8868822,1.6059989,0.8868822,0.38234383,0.18234383,0.16234383,0.38239264,0.38234383,0.18688221,0.18688221,1.6665294,1.6662774,1.66564,0.3816873,0.38156873,1.0759989,0.9159989,0.4844097,1.7844096,1.7844096,1.8823438,0.5823438,1.8823438,0.38246256,0.3816873,1.08564,9.2,4.04,0.18688221,1.4865295,0.22128592,1.5212859,1.6559988,1.6659298,1.6559988,1.6559988,1.6559988,-0.49400115,1.6059989,1.5868822,1.8868822,1.6668822,1.6668822,-0.46311778,-0.42871407,1.6638006,0.96363926,0.96308494,0.9634503,0.25289088,1.5644097,1.6623439,1.6623439,1.5868822,1.6559988,7.6293944e-08,3.8146972e-08,0.32128593,0.28688222,0.57599884
29880,0.37784818,0.37784818,0.37699094,1.6628672,0.8828672,1.605999,1.605999,0.8828672,1.605999,0.8828672,0.37784818,0.17784818,0.15784816,0.37790224,0.37784818,0.1828672,0.1828672,1.6624769,1.6621983,1.6614933,0.3771222,0.37699094,1.075999,0.915999,0.48026067,1.7802607,1.7802607,1.8778481,0.5778482,1.8778481,0.3779794,0.3771222,1.0814933,9.2,4.04,0.1828672,1.482477,0.22128592,1.5212859,1.6559991,1.6618137,1.6559991,1.6559991,1.6559991,-0.494001,1.605999,1.5828671,1.8828672,1.6628672,1.6628672,-0.4671328,-0.42871407,1.6594591,0.9592808,0.95866776,0.9590718,0.24845321,1.5602607,1.6578481,1.6578481,1.5828671,1.6559991,7.6293944e-08,3.8146972e-08,0.32128593,0.2828672,0.575999
29940,0.3744045,0.3744045,0.37368315,1.6586277,0.8786278,1.6059991,1.6059991,0.8786278,1.6059991,0.8786278,0.3744045,0.17440449,0.15440449,0.37444997,0.3744045,0.17862777,0.17862777,1.6582994,1.658065,1.6574718,0.37379363,0.37368315,1.0759991,0.9159992,0.47681552,1.7768155,1.7768155,1.8744044,0.5744045,1.8744044,0.37451494,0.37379363,1.0774717,9.2,4.04,0.17862777,1.4782995,0.22128592,1.5212859,1.6559992,1.6577415,1.6559992,1.6559992,1.6559992,-0.49400085,1.6059991,1.5786278,1.8786278,1.6586277,1.6586277,-0.47137222,-0.42871407,1.65576,0.9556099,0.9550941,0.9554341,0.24491346,1.5568155,1.6544045,1.6544045,1.5786278,1.6559992,7.6293944e-08,3.8146972e-08,0.32128593,0.27862778,0.57599914
30000,0.37060907,0.37060907,0.36989924,1.6547656,0.87476563,1.6059994,1.6059994,0.87476563,1.6059994,0.87476563,0.37060907,0.17060907,0.15060908,0.37065384,0.37060907,0.17476565,0.17476565,1.6544425,1.6542118,1.653628,0.37000796,0.36989924,1.0759993,0.9159993,0.3841959,1.6841959,1.6841959,1.870609,0.5706091,1.870609,0.3707178,0.37000796,1.073628,9.2,4.04,0.17476565,1.4744426,0.22128592,1.5212859,1.6559993,1.6538934,1.6559993,1.6559993,1.6559993,-0.4940007,1.6059994,1.5747657,1.8747656,1.6547656,1.6547656,-0.47523436,-0.42871407,1.6519433,0.95179546,0.9512878,0.95162255,0.2411102,1.4641958,1.650609,1.650609,1.5747657,1.6559993,7.6293944e-08,3.8146972e-08,0.32128593,0.27476564,0.5759993
30060,0.3668564,0.3668564,0.36615965,1.6509367,0.8709367,1.6059996,1.6059996,0.8709367,1.6059996,0.8709367,0.3668564,0.1668564,0.1468564,0.36690044,0.3668564,0.17093667,0.17093667,1.6506195,1.650393,1.6498199,0.3662663,0.36615965,1.0759996,0.9159996,0.57109743,1.8710974,1.8710974,1.8668565,0.5668564,1.8668565,0.3669631,0.3662663,1.0698199,9.2,4.04,0.17093667,1.4706196,0.22128592,1.5212859,1.6559995,1.6500803,1.6559995,1.6559995,1.6559995,-0.4940004,1.6059996,1.5709367,1.8709366,1.6509367,1.6509367,-0.47906333,-0.42871407,1.6481661,0.9480212,0.94752264,0.94785124,0.23734823,1.6510974,1.6468564,1.6468564,1.5709367,1.6559995,7.6293944e-08,3.8146972e-08,0.32128593,0.27093667,0.5759996
30120,0.363121,0.363121,0.36243355,1.6471457,0.8671458,1.6059997,1.6059997,0.8671458,1.6059997,0.8671458,0.363121,0.16312101,0.14312102,0.36316434,0.363121,0.16714577,0.16714577,1.6468328,1.6466094,1.6460441,0.36253878,0.36243355,1.0759997,0.9159997,0.46607983,1.7660799,1.7660799,1.863121,0.563121,1.863121,0.36322623,0.36253878,1.0660441,9.2,4.04,0.16714577,1.4668329,0.22128592,1.5212859,1.6559998,1.646301,1.6559998,1.6559998,1.6559998,-0.49400026,1.6059997,1.5671458,1.8671458,1.6471457,1.6471457,-0.48285422,-0.42871407,1.6444128,0.9442698,0.9437781,0.9441022,0.23360616,1.5460799,1.643121,1.643121,1.5671458,1.6559998,7.6293944e-08,3.8146972e-08,0.32128593,0.26714578,0.57599974
30180,0.35935643,0.35935643,0.35866868,1.6433828,0.86338276,1.6059998,1.6059998,0.86338276,1.6059998,0.86338276,0.35935643,0.15935642,0.13935642,0.35939974,0.35935643,0.16338277,0.16338277,1.6430697,1.6428462,1.6422807,0.35877404,0.35866868,1.0759999,0.9159999,0.5124904,1.8124903,1.8124903,1.8593564,0.5593564,1.8593564,0.35946164,0.35877404,1.0622807,9.2,4.04,0.16338277,1.4630697,0.22128592,1.5212859,1.6559999,1.6425377,1.6559999,1.6559999,1.6559999,-0.4940001,1.6059998,1.5633827,1.8633828,1.6433828,1.6433828,-0.48661724,-0.42871407,1.6406488,0.9405056,0.94001377,0.9403381,0.22984171,1.5924904,1.6393564,1.6393564,1.5633827,1.6559999,7.6293944e-08,3.8146972e-08,0.32128593,0.26338276,0.57599986
30240,0.35562393,0.35562393,0.35494158,1.6396189,0.8596189,1.6060001,1.6060001,0.8596189,1.6060001,0.8596189,0.35562393,0.15562394,0.13562395,0.35566697,0.35562393,0.1596189,0.1596189,1.6393085,1.6390867,1.6385254,0.35504606,0.35494158,1.076,0.916,0.4589701,1.7589701,1.7589701,1.855624,0.55562395,1.855624,0.35572845,0.35504606,1.0585253,9.2,4.04,0.1596189,1.4593085,0.22128592,1.5212859,1.656,1.6387805,1.656,1.656,1.656,-0.494,1.6060001,1.559619,1.8596189,1.6396189,1.6396189,-0.4903811,-0.42871407,1.6369061,0.9367643,0.93627626,0.9365979,0.22610545,1.5389701,1.6356239,1.6356239,1.559619,1.656,7.6293944e-08,3.8146972e-08,0.32128593,0.2596189,0.57600003
30300,0.35188043,0.35188043,0.3511989,1.635871,0.855871,1.6060003,1.6060003,0.855871,1.6060003,0.855871,0.35188043,0.15188043,0.13188042,0.35192344,0.35188043,0.15587102,0.15587102,1.6355608,1.6353393,1.6347786,0.35130328,0.3511989,1.0760003,0.9160003,0.40679145,1.7067914,1.7067914,1.8518804,0.5518804,1.8518804,0.35198477,0.35130328,1.0547787,9.2,4.04,0.15587102,1.4555607,0.22128592,1.5212859,1.6560004,1.6350334,1.6560004,1.6560004,1.6560004,-0.4939997,1.6060003,1.555871,1.8558711,1.635871,1.635871,-0.49412897,-0.42871407,1.6331613,0.93301946,0.93253213,0.93285334,0.2223615,1.4867915,1.6318804,1.6318804,1.555871,1.6560004,7.6293944e-08,3.8146972e-08,0.32128593,0.25587103,0.57600033
30360,0.34814256,0.34814256,0.3474624,1.6321254,0.85212535,1.6060004,1.6060004,0.85212535,1.6060004,0.85212535,0.34814256,0.14814258,0.12814257,0.34818545,0.34814256,0.15212531,0.15212531,1.6318158,1.6315945,1.6310351,0.34756657,0.3474624,1.0760005,0.9160005,0.4518794,1.7518795,1.7518795,1.8481426,0.54814255,1.8481426,0.34824678,0.34756657,1.0510352,9.2,4.04,0.15212531,1.4518157,0.22128592,1.5212859,1.6560005,1.6312895,1.6560005,1.6560005,1.6560005,-0.49399954,1.6060004,1.5521253,1.8521253,1.6321254,1.6321254,-0.49787468,-0.42871407,1.629421,0.92927945,0.92879295,0.92911357,0.21862262,1.5318794,1.6281426,1.6281426,1.5521253,1.6560005,7.6293944e-08,3.8146972e-08,0.32128593,0.25212532,0.57600045
30420,0.34438947,0.34438947,0.34370723,1.6283835,0.84838355,1.6060007,1.6060007,0.84838355,1.6060007,0.84838355,0.34438947,0.14438945,0.124389455,0.34443232,0.34438947,0.14838354,0.14838354,1.6280731,1.6278514,1.6272902,0.34381157,0.34370723,1.0760006,0.9160006,0.44832614,1.7483262,1.7483262,1.8443894,0.5443894,1.8443894,0.3444938,0.34381157,1.0472903,9.2,4.04,0.14838354,1.4480731,0.22128592,1.5212859,1.6560006,1.6275454,1.6560006,1.6560006,1.6560006,-0.4939994,1.6060007,1.5483836,1.8483835,1.6283835,1.6283835,-0.5016165,-0.42871407,1.6256714,0.9255295,0.9250416,0.92536306,0.21487083,1.5283262,1.6243894,1.6243894,1.5483836,1.6560006,7.6293944e-08,3.8146972e-08,0.32128593,0.24838354,0.57600063
30480,0.340642,0.340642,0.33995977,1.624636,0.8446361,1.6060008,1.6060008,0.8446361,1.6060008,0.8446361,0.340642,0.14064202,0.12064201,0.34068504,0.340642,0.1446361,0.1446361,1.6243256,1.6241039,1.6235429,0.3400643,0.33995977,1.0760008,0.9160007,0.3994772,1.6994772,1.6994772,1.840642,0.540642,1.840642,0.34074637,0.3400643,1.0435429,9.2,4.04,0.1446361,1.4443257,0.22128592,1.5212859,1.6560007,1.6237978,1.6560007,1.6560007,1.6560007,-0.49399924,1.6060008,1.5446361,1.8446361,1.624636,1.624636,-0.5053639,-0.42871407,1.6219239,0.9217821,0.92129415,0.92161566,0.21112338,1.4794772,1.6206421,1.6206421,1.5446361,1.6560007,7.6293944e-08,3.8146972e-08,0.32128593,0.2446361,0.57600075
30540,0.3369258,0.3369258,0.33624896,1.6208887,0.8408887,1.606001,1.606001,0.8408887,1.606001,0.8408887,0.3369258,0.13692582,0.11692581,0.3369684,0.3369258,0.14088865,0.14088865,1.6205806,1.6203605,1.6198038,0.3363526,0.33624896,1.076001,0.916001,0.5025477,1.8025477,1.8025477,1.8369259,0.5369258,1.8369259,0.33702943,0.3363526,1.0398039,9.2,4.04,0.14088865,1.4405805,0.22128592,1.5212859,1.6560011,1.6200569,1.6560011,1.6560011,1.6560011,-0.49399894,1.606001,1.5408887,1.8408886,1.6208887,1.6208887,-0.50911134,-0.42871407,1.6181977,0.91805685,0.91757286,0.91789186,0.2074034,1.5825477,1.6169258,1.6169258,1.5408887,1.6560011,7.6293944e-08,3.8146972e-08,0.32128593,0.24088866,0.57600105
30600,0.3331948,0.3331948,0.33251795,1.6171569,0.8371569,1.6060011,1.6060011,0.8371569,1.6060011,0.8371569,0.3331948,0.13319479,0.11319479,0.33323738,0.3331948,0.1371569,0.1371569,1.616849,1.616629,1.6160724,0.33262157,0.33251795,1.0760012,0.9160012,0.43771282,1.7377129,1.7377129,1.8331947,0.5331948,1.8331947,0.33329827,0.33262157,1.0360724,9.2,4.04,0.1371569,1.4368489,0.22128592,1.5212859,1.6560012,1.6163254,1.6560012,1.6560012,1.6560012,-0.49399883,1.6060011,1.5371569,1.8371569,1.6171569,1.6171569,-0.5128431,-0.42871407,1.6144665,0.91432565,0.9138417,0.9141607,0.20367238,1.5177128,1.6131948,1.6131948,1.5371569,1.6560012,7.6293944e-08,3.8146972e-08,0.32128593,0.2371569,0.57600117
30660,0.32950577,0.32950577,0.3288362,1.6134257,0.83342576,1.6060014,1.6060014,0.83342576,1.6060014,0.83342576,0.32950577,0.12950577,0.10950577,0.3295479,0.32950577,0.13342574,0.13342574,1.6131209,1.6129034,1.6123527,0.3289388,0.3288362,1.0760013,0.9160013,0.40444306,1.7044431,1.7044431,1.8295058,0.5295058,1.8295058,0.32960823,0.3289388,1.0323527,9.2,4.04,0.13342574,1.433121,0.22128578,1.5212858,1.6560013,1.612603,1.6560013,1.6560013,1.6560013,-0.49399868,1.6060014,1.5334257,1.8334258,1.6134257,1.6134257,-0.51657426,-0.42871422,1.610764,0.9106246,0.9101458,0.91046137,0.19997828,1.4844431,1.6095058,1.6095058,1.5334257,1.6560013,7.6293944e-08,3.8146972e-08,0.32128578,0.23342574,0.57600135
30720,0.3258663,0.3258663,0.32520878,1.6097159,0.8297159,1.6060015,1.6060015,0.8297159,1.6060015,0.8297159,0.3258663,0.12586631,0.10586631,0.32590774,0.3258663,0.12971593,0.12971593,1.6094167,1.609203,1.6086622,0.32530951,0.32520878,1.0760015,0.9160015,0.43074393,1.7307439,1.7307439,1.8258663,0.5258663,1.8258663,0.32596704,0.32530951,1.0286622,9.2,4.04,0.12971593,1.4294167,0.22128578,1.5212858,1.6560014,1.6089079,1.6560014,1.6560014,1.6560014,-0.49399853,1.6060015,1.5297159,1.829716,1.6097159,1.6097159,-0.52028406,-0.42871422,1.6071018,0.9069651,0.9064949,0.9068048,0.19633038,1.510744,1.6058663,1.6058663,1.5297159,1.6560014,7.6293944e-08,3.8146972e-08,0.32128578,0.22971593,0.57600147
30780,0.32224357,0.32224357,0.32159477,1.6060423,0.8260423,1.6060017,1.6060017,0.8260423,1.6060017,0.8260423,0.32224357,0.12224357,0.10224357,0.3222844,0.32224357,0.12604232,0.12604232,1.605747,1.6055361,1.6050024,0.32169405,0.32159477,1.0760018,0.9160018,0.40845662,1.7084566,1.7084566,1.8222436,0.52224356,1.8222436,0.32234284,0.32169405,1.0250024,9.2,4.04,0.12604232,1.425747,0.22128578,1.5212858,1.6560018,1.605245,1.6560018,1.6560018,1.6560018,-0.49399823,1.6060017,1.5260423,1.8260423,1.6060423,1.6060423,-0.52395767,-0.42871422,1.6034628,0.9033278,0.90286386,0.9031697,0.19270138,1.4884566,1.6022435,1.6022435,1.5260423,1.6560018,7.6293944e-08,3.8146972e-08,0.32128578,0.22604232,0.57600176
30840,0.31864843,0.31864843,0.31800866,1.6023948,0.82239485,1.606002,1.606002,0.82239485,1.606002,0.82239485,0.31864843,0.11864844,0.09864844,0.31868884,0.31864843,0.12239487,0.12239487,1.6021037,1.6018956,1.6013695,0.31810662,0.31800866,1.0760019,0.9160019,0.42388183,1.7238818,1.7238818,1.8186485,0.51864845,1.8186485,0.3187464,0.31810662,1.0213695,9.2,4.04,0.12239487,1.4221038,0.22128578,1.5212858,1.6560019,1.6016086,1.6560019,1.6560019,1.6560019,-0.49399808,1.606002,1.5223949,1.8223948,1.6023948,1.6023948,-0.5276051,-0.42871422,1.599851,0.89971787,0.89926016,0.8995619,0.18910001,1.5038818,1.5986484,1.5986484,1.5223949,1.6560019,7.6293944e-08,3.8146972e-08,0.32128578,0.22239487,0.57600194
30900,0.31503674,0.31503674,0.31439826,1.5987748,0.81877476,1.6060021,1.6060021,0.81877476,1.6060021,0.81877476,0.31503674,0.11503674,0.09503674,0.315077,0.31503674,0.11877474,0.11877474,1.5984842,1.5982766,1.5977515,0.31449607,0.31439826,1.076002,0.91600204,0.51733834,1.8173383,1.8173383,1.8150368,0.51503676,1.8150368,0.31513456,0.31449607,1.0177516,9.2,4.04,0.11877474,1.4184842,0.22128578,1.5212858,1.656002,1.5979904,1.656002,1.656002,1.656002,-0.49399793,1.6060021,1.5187747,1.8187747,1.5987748,1.5987748,-0.53122526,-0.42871422,1.5962365,0.8961037,0.89564717,0.89594805,0.1854873,1.5973383,1.5950367,1.5950367,1.5187747,1.656002,7.6293944e-08,3.8146972e-08,0.32128578,0.21877474,0.57600206
30960,0.3114957,0.3114957,0.31087,1.5951589,0.81515896,1.6060022,1.6060022,0.81515896,1.6060022,0.81515896,0.3114957,0.11149568,0.09149568,0.31153506,0.3114957,0.115158975,0.115158975,1.5948743,1.5946709,1.5941563,0.31096578,0.31087,1.0760022,0.9160022,0.41708604,1.7170861,1.7170861,1.8114957,0.51149565,1.8114957,0.31159145,0.31096578,1.0141562,9.2,4.04,0.115158975,1.4148742,0.22128578,1.5212858,1.6560022,1.5943902,1.6560022,1.6560022,1.6560022,-0.49399778,1.6060022,1.515159,1.815159,1.5951589,1.5951589,-0.534841,-0.42871422,1.5926715,0.8925412,0.8920938,0.8923888,0.18193722,1.497086,1.5914956,1.5914956,1.515159,1.6560022,7.6293944e-08,3.8146972e-08,0.32128578,0.21515897,0.5760022
31020,0.30801305,0.30801305,0.30740348,1.5915824,0.81158245,1.6060024,1.6060024,0.81158245,1.6060024,0.81158245,0.30801305,0.10801304,0.088013045,0.30805156,0.30801305,0.11158244,0.11158244,1.591305,1.5911068,1.5906054,0.3074968,0.30740348,1.0760025,0.9160025,0.501523,1.8015231,1.8015231,1.8080131,0.50801307,1.8080131,0.30810636,0.3074968,1.0106053,9.2,4.04,0.11158244,1.411305,0.22128578,1.5212858,1.6560025,1.5908332,1.6560025,1.6560025,1.6560025,-0.4939975,1.6060024,1.5115825,1.8115824,1.5915824,1.5915824,-0.5384176,-0.42871422,1.5891588,0.8890319,0.8885959,0.8888832,0.17844325,1.5815231,1.588013,1.588013,1.5115825,1.6560025,7.6293944e-08,3.8146972e-08,0.32128578,0.21158245,0.5760025
31080,0.30448607,0.30448607,0.30387637,1.5880556,0.80805564,1.6060027,1.6060027,0.80805564,1.6060027,0.80805564,0.30448607,0.10448608,0.084486075,0.30452445,0.30448607,0.10805563,0.10805563,1.5877782,1.5875801,1.5870785,0.30396968,0.30387637,1.0760026,0.91600263,0.41042352,1.7104235,1.7104235,1.804486,0.5044861,1.804486,0.30457938,0.30396968,1.0070785,9.2,4.04,0.10805563,1.4077781,0.22128578,1.5212858,1.6560026,1.5873065,1.6560026,1.6560026,1.6560026,-0.49399737,1.6060027,1.5080556,1.8080556,1.5880556,1.5880556,-0.5419444,-0.42871422,1.5856318,0.8855049,0.8850689,0.88535625,0.17491628,1.4904236,1.5844861,1.5844861,1.5080556,1.6560026,7.6293944e-08,3.8146972e-08,0.32128578,0.20805563,0.57600266
31140,0.30108133,0.30108133,0.30049244,1.5845288,0.80452883,1.6060028,1.6060028,0.80452883,1.6060028,0.80452883,0.30108133,0.10108134,0.081081346,0.3011184,0.30108133,0.10452881,0.10452881,1.5842608,1.5840694,1.5835851,0.30058268,0.30049244,1.0760028,0.9160028,0.4375124,1.7375124,1.7375124,1.8010813,0.50108135,1.8010813,0.30117145,0.30058268,1.0035851,9.2,4.04,0.10452881,1.4042608,0.22128578,1.5212858,1.6560028,1.5838052,1.6560028,1.6560028,1.6560028,-0.49399722,1.6060028,1.5045288,1.8045288,1.5845288,1.5845288,-0.5454712,-0.42871422,1.5821878,0.8820653,0.88164425,0.8819217,0.17149687,1.5175124,1.5810814,1.5810814,1.5045288,1.6560028,7.6293944e-08,3.8146972e-08,0.32128578,0.20452881,0.5760028
31200,0.29767922,0.29767922,0.29710048,1.5810676,0.80106753,1.6060029,1.6060029,0.80106753,1.6060029,0.80106753,0.29767922,0.09767923,0.077679224,0.2977157,0.29767922,0.101067536,0.101067536,1.5808042,1.5806161,1.5801401,0.29718915,0.29710048,1.076003,0.9160029,0.40393305,1.703933,1.703933,1.7976792,0.49767923,1.7976792,0.29776773,0.29718915,1.0001401,9.2,4.04,0.101067536,1.4008042,0.22128578,1.5212858,1.6560029,1.5803564,1.6560029,1.6560029,1.6560029,-0.49399707,1.6060029,1.5010675,1.8010676,1.5810676,1.5810676,-0.5489325,-0.42871422,1.5787668,0.8786463,0.87823254,0.8785052,0.16808763,1.4839331,1.5776793,1.5776793,1.5010675,1.6560029,7.6293944e-08,3.8146972e-08,0.32128578,0.20106754,0.57600296
31260,0.2942495,0.2942495,0.2936706,1.5776385,0.79763854,1.6060032,1.6060032,0.79763854,1.6060032,0.79763854,0.2942495,0.094249494,0.07424949,0.29428598,0.2942495,0.09763853,0.09763853,1.5773752,1.577187,1.5767108,0.29375926,0.2936706,1.0760032,0.9160032,0.40068385,1.7006838,1.7006838,1.7942495,0.4942495,1.7942495,0.29433814,0.29375926,0.99671084,9.2,4.04,0.09763853,1.3973752,0.22128578,1.5212858,1.6560032,1.5769272,1.6560032,1.6560032,1.6560032,-0.49399677,1.6060032,1.4976386,1.7976385,1.5776385,1.5776385,-0.5523615,-0.42871422,1.5753372,0.8752169,0.8748028,0.87507576,0.16465789,1.4806838,1.5742495,1.5742495,1.4976386,1.6560032,7.6293944e-08,3.8146972e-08,0.32128578,0.19763853,0.5760032
31320,0.29082048,0.29082048,0.29024175,1.5742091,0.79420906,1.6060034,1.6060034,0.79420906,1.6060034,0.79420906,0.29082048,0.090820484,0.07082049,0.29085696,0.29082048,0.09420909,0.09420909,1.5739458,1.5737576,1.5732815,0.2903304,0.29024175,1.0760033,0.91600335,0.39743504,1.697435,1.697435,1.7908205,0.4908205,1.7908205,0.29090914,0.2903304,0.99328154,9.2,4.04,0.09420909,1.3939457,0.22128578,1.5212858,1.6560034,1.5734979,1.6560034,1.6560034,1.6560034,-0.49399662,1.6060034,1.494209,1.7942091,1.5742091,1.5742091,-0.5557909,-0.42871422,1.5719082,0.8717877,0.8713738,0.8716466,0.1612289,1.4774351,1.5708205,1.5708205,1.494209,1.6560034,7.6293944e-08,3.8146972e-08,0.32128578,0.19420908,0.5760034
31380,0.28739178,0.28739178,0.28681302,1.5707799,0.79077995,1.6060035,1.6060035,0.79077995,1.6060035,0.79077995,0.28739178,0.08739177,0.06739177,0.28742826,0.28739178,0.09077994,0.09077994,1.5705166,1.5703285,1.5698525,0.28690168,0.28681302,1.0760036,0.9160035,0.35390297,1.653903,1.653903,1.7873918,0.48739177,1.7873918,0.28748044,0.28690168,0.98985255,9.2,4.04,0.09077994,1.3905166,0.22128578,1.5212858,1.6560035,1.570069,1.6560035,1.6560035,1.6560035,-0.49399647,1.6060035,1.49078,1.79078,1.5707799,1.5707799,-0.5592201,-0.42871422,1.5684792,0.86835885,0.8679451,0.86821777,0.15780018,1.433903,1.5673918,1.5673918,1.49078,1.6560035,7.6293944e-08,3.8146972e-08,0.32128578,0.19077994,0.5760035
31440,0.28401873,0.28401873,0.2834494,1.5673511,0.7873511,1.6060036,1.6060036,0.7873511,1.6060036,0.7873511,0.28401873,0.08401872,0.06401872,0.2840545,0.28401873,0.08735108,0.08735108,1.567092,1.5669069,1.5664389,0.28353664,0.2834494,1.0760037,0.91600364,0.4792882,1.7792882,1.7792882,1.7840188,0.4840187,1.7840188,0.28410578,0.28353664,0.98643893,9.2,4.04,0.08735108,1.387092,0.22128578,1.5212858,1.6560037,1.5666517,1.6560037,1.6560037,1.6560037,-0.49399635,1.6060036,1.4873511,1.7873511,1.5673511,1.5673511,-0.56264895,-0.42871422,1.5650883,0.86496985,0.86456275,0.86483103,0.1544203,1.5592881,1.5640187,1.5640187,1.4873511,1.6560037,7.6293944e-08,3.8146972e-08,0.32128578,0.18735108,0.5760037
31500,0.28068694,0.28068694,0.28012913,1.5639527,0.7839527,1.606004,1.606004,0.7839527,1.606004,0.7839527,0.28068694,0.08068695,0.06068695,0.2807221,0.28068694,0.08395274,0.08395274,1.5636989,1.5635176,1.5630587,0.2802146,0.28012913,1.0760039,0.91600394,0.36636397,1.666364,1.666364,1.780687,0.48068696,1.780687,0.28077242,0.2802146,0.98305875,9.2,4.04,0.08395274,1.3836988,0.22128578,1.5212858,1.656004,1.5632674,1.656004,1.656004,1.656004,-0.49399605,1.606004,1.4839528,1.7839527,1.5639527,1.5639527,-0.56604725,-0.42871422,1.5617352,0.8616192,0.8612202,0.8614831,0.15108053,1.4463639,1.560687,1.560687,1.4839528,1.656004,7.6293944e-08,3.8146972e-08,0.32128578,0.18395273,0.57600397
31560,0.27734092,0.27734092,0.27678588,1.5605913,0.7805913,1.6060041,1.6060041,0.7805913,1.6060041,0.7805913,0.27734092,0.07734093,0.05734093,0.27737597,0.27734092,0.08059131,0.08059131,1.5603386,1.5601583,1.5597016,0.27687076,0.27678588,1.0760041,0.9160041,0.47604668,1.7760466,1.7760466,1.7773409,0.47734094,1.7773409,0.27742594,0.27687076,0.9797015,9.2,4.04,0.08059131,1.3803385,0.22128578,1.5212858,1.6560041,1.5599091,1.6560041,1.6560041,1.6560041,-0.4939959,1.6060041,1.4805913,1.7805914,1.5605913,1.5605913,-0.5694087,-0.42871422,1.5583842,0.8582688,0.8578717,0.8581333,0.14773276,1.5560467,1.557341,1.557341,1.4805913,1.6560041,7.6293944e-08,3.8146972e-08,0.32128578,0.18059132,0.5760041
